id,name,description,categories
8140,Mashup_8140,A search mashup that combines multiple services to provide real-time updates.,['Search']
8141,Mashup_8141,This mashup integrates music functionality for better data visualization.,['Music']
8142,Mashup_8142,Web application combining database and payment services to deliver real-time updates.,"['Database', 'Payment']"
8143,Mashup_8143,"translation, storage, and entertainment integration platform enabling enhanced user experience.","['Translation', 'Storage', 'Entertainment']"
8144,Mashup_8144,"Mashup application that leverages marketing, advertising, food, and storage APIs for enhanced user experience.","['Marketing', 'Advertising', 'Food', 'Storage']"
8145,Mashup_8145,A cloud mashup that combines multiple services to provide real-time updates.,['Cloud']
8146,Mashup_8146,This mashup integrates financial functionality for automated processes.,['Financial']
8147,Mashup_8147,Web application combining shopping and mapping services to deliver better data visualization.,"['Shopping', 'Mapping']"
8148,Mashup_8148,"payment, food, and storage integration platform enabling better data visualization.","['Payment', 'Food', 'Storage']"
8149,Mashup_8149,Mashup application that leverages content and entertainment APIs for real-time updates.,"['Content', 'Entertainment']"
8150,Mashup_8150,A search and storage mashup that combines multiple services to provide streamlined workflows.,"['Search', 'Storage']"
8151,Mashup_8151,This mashup integrates photo functionality for real-time updates.,['Photo']
8152,Mashup_8152,Web application combining photo services to deliver automated processes.,['Photo']
8153,Mashup_8153,news and art integration platform enabling enhanced user experience.,"['News', 'Art']"
8154,Mashup_8154,Mashup application that leverages payment and photo APIs for streamlined workflows.,"['Payment', 'Photo']"
8155,Mashup_8155,A database mashup that combines multiple services to provide enhanced user experience.,['Database']
8156,Mashup_8156,"This mashup integrates social, food, storage, and search functionality for automated processes.","['Social', 'Food', 'Storage', 'Search']"
8157,Mashup_8157,"Web application combining calendar, content, and government services to deliver real-time updates.","['Calendar', 'Content', 'Government']"
8158,Mashup_8158,entertainment and storage integration platform enabling improved productivity.,"['Entertainment', 'Storage']"
8159,Mashup_8159,Mashup application that leverages storage and photo APIs for improved productivity.,"['Storage', 'Photo']"
8160,Mashup_8160,A translation and social mashup that combines multiple services to provide automated processes.,"['Translation', 'Social']"
8161,Mashup_8161,This mashup integrates project management functionality for automated processes.,['Project Management']
8162,Mashup_8162,Web application combining books and storage services to deliver improved productivity.,"['Books', 'Storage']"
8163,Mashup_8163,"calendar, education, and search integration platform enabling better data visualization.","['Calendar', 'Education', 'Search']"
8164,Mashup_8164,"Mashup application that leverages storage, entertainment, and search APIs for improved productivity.","['Storage', 'Entertainment', 'Search']"
8165,Mashup_8165,A science and storage mashup that combines multiple services to provide better data visualization.,"['Science', 'Storage']"
8166,Mashup_8166,This mashup integrates media functionality for better data visualization.,['Media']
8167,Mashup_8167,"Web application combining content, search, entertainment, and storage services to deliver automated processes.","['Content', 'Search', 'Entertainment', 'Storage']"
8168,Mashup_8168,translation integration platform enabling enhanced user experience.,['Translation']
8169,Mashup_8169,"Mashup application that leverages art, storage, calendar, and email APIs for automated processes.","['Art', 'Storage', 'Calendar', 'Email']"
8170,Mashup_8170,"A translation, music, and storage mashup that combines multiple services to provide automated processes.","['Translation', 'Music', 'Storage']"
8171,Mashup_8171,This mashup integrates art and storage functionality for improved productivity.,"['Art', 'Storage']"
8172,Mashup_8172,"Web application combining sports, advertising, and storage services to deliver comprehensive functionality.","['Sports', 'Advertising', 'Storage']"
8173,Mashup_8173,bookmark and storage integration platform enabling enhanced user experience.,"['Bookmark', 'Storage']"
8174,Mashup_8174,"Mashup application that leverages shopping, storage, and entertainment APIs for integrated data access.","['Shopping', 'Storage', 'Entertainment']"
8175,Mashup_8175,A content mashup that combines multiple services to provide automated processes.,['Content']
8176,Mashup_8176,"This mashup integrates email, entertainment, storage, and books functionality for improved productivity.","['Email', 'Entertainment', 'Storage', 'Books']"
8177,Mashup_8177,Web application combining news services to deliver real-time updates.,['News']
8178,Mashup_8178,"storage, analytics, and government integration platform enabling automated processes.","['Storage', 'Analytics', 'Government']"
8179,Mashup_8179,Mashup application that leverages advertising APIs for better data visualization.,['Advertising']
8180,Mashup_8180,"A travel, storage, and science mashup that combines multiple services to provide better data visualization.","['Travel', 'Storage', 'Science']"
8181,Mashup_8181,"This mashup integrates project management, storage, and entertainment functionality for automated processes.","['Project Management', 'Storage', 'Entertainment']"
8182,Mashup_8182,"Web application combining security, storage, and sports services to deliver enhanced user experience.","['Security', 'Storage', 'Sports']"
8183,Mashup_8183,storage integration platform enabling automated processes.,['Storage']
8184,Mashup_8184,"Mashup application that leverages social, storage, and calendar APIs for streamlined workflows.","['Social', 'Storage', 'Calendar']"
8185,Mashup_8185,A financial mashup that combines multiple services to provide real-time updates.,['Financial']
8186,Mashup_8186,This mashup integrates mapping and storage functionality for streamlined workflows.,"['Mapping', 'Storage']"
8187,Mashup_8187,Web application combining music services to deliver automated processes.,['Music']
8188,Mashup_8188,"blogging, storage, photo, and entertainment integration platform enabling better data visualization.","['Blogging', 'Storage', 'Photo', 'Entertainment']"
8189,Mashup_8189,Mashup application that leverages books and storage APIs for enhanced user experience.,"['Books', 'Storage']"
8190,Mashup_8190,"A search, storage, and entertainment mashup that combines multiple services to provide improved productivity.","['Search', 'Storage', 'Entertainment']"
8191,Mashup_8191,"This mashup integrates weather, translation, storage, and entertainment functionality for better data visualization.","['Weather', 'Translation', 'Storage', 'Entertainment']"
8192,Mashup_8192,Web application combining tools and photo services to deliver better data visualization.,"['Tools', 'Photo']"
8193,Mashup_8193,books integration platform enabling better data visualization.,['Books']
8194,Mashup_8194,Mashup application that leverages storage and entertainment APIs for improved productivity.,"['Storage', 'Entertainment']"
8195,Mashup_8195,"A video, hr, storage, and entertainment mashup that combines multiple services to provide real-time updates.","['Video', 'HR', 'Storage', 'Entertainment']"
8196,Mashup_8196,"This mashup integrates storage, entertainment, and science functionality for improved productivity.","['Storage', 'Entertainment', 'Science']"
